data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2021-07-18T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,21.0,1.0,22.0,968.0,990.0,51.0,52.0,71890.0,2513.0,-,-,75393.0,1777895.0,713667.0,-,0.0,-,-,75393,0,1229852,548043,ITF,ITF1
2021-07-18T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,13.0,0.0,13.0,541.0,554.0,7.0,11.0,25946.0,591.0,-,-,27091.0,402837.0,214474.0," Il numero totale dei decessi ne comprende n. 22 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0.0,-,-,27091,0,383865,18972,ITF,ITF5
2021-07-18T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,50.0,4.0,54.0,1952.0,2006.0,3.0,39.0,66399.0,1237.0,-,-,69642.0,965891.0,883561.0,-,0.0,-,-,69628,14,895110,70781,ITF,ITF6
2021-07-18T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,175.0,10.0,185.0,7016.0,7201.0,153.0,244.0,412468.0,7561.0,-,-,427230.0,5502699.0,3311291.0,-,0.0,-,-,415642,11588,4708395,794304,ITF,ITF3
2021-07-18T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,141.0,13.0,154.0,2552.0,2706.0,218.0,266.0,372771.0,13268.0,-,-,388745.0,7012132.0,1933745.0,-,0.0,-,-,388420,325,5120930,1891202,ITH,ITH5
2021-07-18T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,9.0,0.0,9.0,239.0,248.0,3.0,16.0,103220.0,3789.0,-,-,107257.0,2242731.0,701351.0,Il totale dei casi positivi è stato ridotto di 1 a seguito di un test antigenico non confermato dal successivo tampone molecolare (relativo alla provincia di Pordenone).		,0.0,-,-,92745,14512,1851506,391225,ITH,ITH4
2021-07-18T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,119.0,26.0,145.0,3254.0,3399.0,431.0,471.0,337629.0,8386.0,-,-,349414.0,8037320.0,4505620.0,-,1.0,-,-,340744,8670,5097166,2940154,ITI,ITI4
2021-07-18T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,12.0,5.0,17.0,321.0,338.0,45.0,72.0,99188.0,4356.0,-,-,103882.0,1843217.0,712716.0,-,0.0,-,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,103882,0,1418033,425184,ITC,ITC3
2021-07-18T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,135.0,31.0,166.0,7241.0,7407.0,329.0,369.0,804682.0,33809.0,-,-,845898.0,12131864.0,4786790.0,-,1.0,-,-,790613,55285,9650225,2481639,ITC,ITC4
2021-07-18T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,13.0,2.0,15.0,1471.0,1486.0,32.0,60.0,99788.0,3038.0,-,-,104312.0,1338039.0,781721.0,-,0.0,-,-,104312,0,1189798,148241,ITI,ITI3
2021-07-18T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,1.0,0.0,1.0,107.0,108.0,4.0,13.0,13221.0,492.0,-,-,13821.0,246979.0,213660.0,-,0.0,-,-,13821,0,233949,13030,ITF,ITF2
2021-07-18T17:00:00,ITA,21.0,P.A. Bolzano,46.49933453,11.35662422,7.0,0.0,7.0,177.0,184.0,25.0,15.0,72138.0,1182.0,-,-,73504.0,1683571.0,430582.0,15 nuovi positivi di cui 7 test antigenici confermati da test molecolare,0.0,-,-,60272,13232,603661,1079910,ITH,ITH1
2021-07-18T17:00:00,ITA,22.0,P.A. Trento,46.06893511,11.12123097,1.0,1.0,2.0,145.0,147.0,19.0,24.0,44448.0,1363.0,-,-,45958.0,892624.0,242549.0,-,0.0,-,-,32847,13111,687812,204812,ITH,ITH2
2021-07-18T17:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,46.0,3.0,49.0,959.0,1008.0,59.0,77.0,351052.0,11699.0,-,-,363759.0,5284449.0,2053835.0,-,1.0,-,-,344954,18805,3140803,2143646,ITC,ITC1
2021-07-18T17:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,66.0,9.0,75.0,1683.0,1758.0,59.0,70.0,245779.0,6659.0,-,-,254196.0,2777620.0,1262545.0,-,0.0,-,-,253283,913,2450018,327602,ITF,ITF4
2021-07-18T17:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,60.0,4.0,64.0,1735.0,1799.0,221.0,233.0,55183.0,1494.0,-,-,58476.0,1438847.0,840145.0,-,0.0,-,-,58459,17,1003620,435227,ITG,ITG2
2021-07-18T17:00:00,ITA,19.0,Sicilia,38.11569725,13.3623567,149.0,21.0,170.0,4953.0,5123.0,336.0,404.0,224367.0,6006.0,-,-,235496.0,5090677.0,1928449.0,-,0.0,-,-,235496,0,2714800,2375877,ITG,ITG1
