data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2020-08-13T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,24.0,1.0,25.0,209.0,234.0,13.0,16.0,2826.0,472.0,3174.0,358.0,3532.0,138681.0,89847.0,-,-,-,-
2020-08-13T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,0.0,0.0,0.0,73.0,73.0,1.0,1.0,377.0,28.0,402.0,76.0,478.0,50248.0,49448.0,-,-,-,-
2020-08-13T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,8.0,1.0,9.0,110.0,119.0,9.0,12.0,1100.0,97.0,1159.0,157.0,1316.0,131392.0,129359.0,-,-,-,-
2020-08-13T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,38.0,2.0,40.0,407.0,447.0,23.0,27.0,4283.0,440.0,5082.0,88.0,5170.0,354546.0,186543.0,-,-,-,-
2020-08-13T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.341720800000001,79.0,4.0,83.0,1744.0,1827.0,20.0,37.0,24132.0,4298.0,28581.0,1676.0,30257.0,752657.0,449766.0,-,-,-,-
2020-08-13T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,7.0,3.0,10.0,166.0,176.0,12.0,15.0,2952.0,348.0,3434.0,42.0,3476.0,277160.0,133284.0,-,-,-,-
2020-08-13T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,195.0,9.0,204.0,923.0,1127.0,6.0,36.0,6960.0,869.0,6290.0,2666.0,8956.0,449886.0,367897.0,-,-,-,-
2020-08-13T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,20.0,2.0,22.0,235.0,257.0,30.0,63.0,8567.0,1569.0,8542.0,1851.0,10393.0,206804.0,110755.0,-,-,-,-
2020-08-13T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,170.0,11.0,181.0,5358.0,5539.0,18.0,74.0,74754.0,16835.0,90188.0,6940.0,97128.0,1394380.0,833060.0,-,-,-,-
2020-08-13T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,8.0,0.0,8.0,161.0,169.0,2.0,11.0,5831.0,987.0,6987.0,0.0,6987.0,180090.0,107237.0,-,-,-,-
2020-08-13T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,0.0,0.0,0.0,35.0,35.0,6.0,6.0,427.0,23.0,475.0,10.0,485.0,29599.0,28421.0,-,-,-,-
2020-08-13T17:00:00,ITA,21.0,P.A. Bolzano,46.49933453,11.35662422,7.0,1.0,8.0,114.0,122.0,-8.0,3.0,2367.0,292.0,2781.0,0.0,2781.0,118412.0,61905.0,"Oggi è stato corretto il dato di un positivo contato due volte, una volta su Roma e uno su in Comune Sconosciuto a causa di un doppio inserimento. E’ stato quindi tolto il caso da Comune Sconosciuto (-1). In totale quindi : +3-1=2.",-,-,-
2020-08-13T17:00:00,ITA,22.0,P.A. Trento,46.06893511,11.12123097,1.0,1.0,2.0,61.0,63.0,-5.0,2.0,4532.0,405.0,3401.0,1599.0,5000.0,166427.0,76012.0,-,-,-,-
2020-08-13T17:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,77.0,3.0,80.0,784.0,864.0,9.0,26.0,26979.0,4139.0,24807.0,7175.0,31982.0,530384.0,322956.0,-,-,-,-
2020-08-13T17:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,46.0,2.0,48.0,228.0,276.0,14.0,16.0,3979.0,554.0,1838.0,2971.0,4809.0,262847.0,182067.0,per 886 casi non e' disponibile la provenienza,-,-,-
2020-08-13T17:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,8.0,0.0,8.0,90.0,98.0,15.0,17.0,1247.0,134.0,1379.0,100.0,1479.0,116177.0,98236.0,-,-,-,-
2020-08-13T17:00:00,ITA,19.0,Sicilia,38.11569725,13.362356699999998,42.0,6.0,48.0,556.0,604.0,42.0,42.0,2757.0,284.0,2956.0,689.0,3645.0,303687.0,234950.0,-,-,-,-
2020-08-13T17:00:00,ITA,9.0,Toscana,43.76923077,11.25588885,13.0,3.0,16.0,574.0,590.0,27.0,28.0,9008.0,1137.0,10407.0,328.0,10735.0,460694.0,302546.0,-,-,-,-
2020-08-13T17:00:00,ITA,10.0,Umbria,43.10675841,12.38824698,10.0,0.0,10.0,52.0,62.0,5.0,7.0,1382.0,80.0,1464.0,60.0,1524.0,131041.0,83046.0,-,-,-,-
2020-08-13T17:00:00,ITA,2.0,Valle d'Aosta,45.73750286,7.320149366,3.0,0.0,3.0,11.0,14.0,-1.0,0.0,1057.0,146.0,1099.0,118.0,1217.0,22938.0,16397.0,-,-,-,-
2020-08-13T17:00:00,ITA,5.0,Veneto,45.43490485,12.33845213,30.0,6.0,36.0,1349.0,1385.0,52.0,84.0,17406.0,2094.0,19612.0,1273.0,20885.0,1342714.0,518924.0,-,-,-,-
