data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2021-06-16T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,61.0,3.0,64.0,1295.0,1359.0,-18.0,27.0,70658.0,2506.0,-,-,74523.0,1639943.0,673399.0,-,0.0,-,-,74523,0,1157335,482608,ITF,ITF1
2021-06-16T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,37.0,0.0,37.0,2804.0,2841.0,-55.0,16.0,23305.0,587.0,-,-,26733.0,383995.0,207195.0,"IL NUMERO TOTALE DEI DECESSI COMPRENDE 22 PAZIENTI NON RESIDENTI, DECEDUTI  IN STRUTTURE OSPEDALIERE DELLA REGIONE BASILICATA.",0.0,-,-,26733,0,367453,16542,ITF,ITF5
2021-06-16T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,140.0,10.0,150.0,7267.0,7417.0,-346.0,66.0,59717.0,1214.0,-,-,68348.0,903303.0,829013.0,-,1.0,-,"OGGI SI REGISTRA UN DECESSO A DOMICILIO AVVENUTO IL 4/05/2021 DI CUI SI E' AVUTA NOTIZIA TRAMITE FLUSSO SCHEDA ISTAT""",68334,14,851475,51828,ITF,ITF6
2021-06-16T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,337.0,23.0,360.0,11074.0,11434.0,-303.0,167.0,404125.0,7363.0,-,-,422922.0,5115546.0,3252481.0,-,2.0,-,-,411334,11588,4497713,617833,ITF,ITF3
2021-06-16T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,269.0,51.0,320.0,6351.0,6671.0,-577.0,73.0,366031.0,13239.0,-,-,385941.0,6492972.0,1889917.0,-,1.0,-,-,385621,320,4900191,1592781,ITH,ITH5
2021-06-16T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,8.0,2.0,10.0,4530.0,4540.0,-7.0,23.0,99073.0,3795.0,-,-,107408.0,2104300.0,705558.0,-,0.0,-,"Si segnala, fra i casi odierni, la presenza di 3 migranti (Trieste)",92632,14776,1764442,339858,ITH,ITH4
2021-06-16T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,392.0,85.0,477.0,4767.0,5244.0,-258.0,143.0,331243.0,8292.0,-,-,344779.0,7325939.0,4408066.0,-,2.0,-,-,336286,8493,4849938,2476001,ITI,ITI4
2021-06-16T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,37.0,11.0,48.0,269.0,317.0,-67.0,21.0,98425.0,4343.0,-,-,103085.0,1689059.0,663351.0,-,0.0,-,-,103085,0,1334006,355053,ITC,ITC3
2021-06-16T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,534.0,92.0,626.0,16618.0,17244.0,-1082.0,256.0,789029.0,33742.0,-,-,840015.0,11172472.0,4443012.0,-,0.0,-,-,786278,53737,9177574,1994898,ITC,ITC4
2021-06-16T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,41.0,8.0,49.0,2601.0,2650.0,-21.0,29.0,97783.0,3026.0,-,-,103459.0,1274072.0,749818.0,-,0.0,-,-,103459,0,1136686,137386,ITI,ITI3
2021-06-16T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,9.0,0.0,9.0,69.0,78.0,-5.0,1.0,13078.0,491.0,-,-,13647.0,235516.0,202274.0,-,0.0,-,-,13647,0,222486,13030,ITF,ITF2
2021-06-16T17:00:00,ITA,21.0,P.A. Bolzano,46.49933453,11.35662422,9.0,2.0,11.0,347.0,358.0,-3.0,8.0,71672.0,1180.0,-,-,73210.0,1604883.0,425295.0,8 nuovi positivi di cui 3 test antigenici confermati da test molecolare			 ,0.0,-,-,59978,13232,588058,1016825,ITH,ITH1
2021-06-16T17:00:00,ITA,22.0,P.A. Trento,46.06893511,11.12123097,10.0,3.0,13.0,180.0,193.0,-9.0,4.0,44147.0,1360.0,-,-,45700.0,848323.0,224829.0,-,0.0,-,-,32757,12943,674822,173501,ITH,ITH2
2021-06-16T17:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,272.0,39.0,311.0,1888.0,2199.0,-179.0,59.0,348484.0,11684.0,-,-,362367.0,4776560.0,1915294.0,-,0.0,-,-,343690,18677,2995881,1780679,ITC,ITC1
2021-06-16T17:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,231.0,21.0,252.0,10777.0,11029.0,-282.0,112.0,234937.0,6595.0,-,-,252561.0,2590229.0,1216918.0,-,0.0,-,"E' stata effettuata una riclassificazione di alcuni casi confermati da test antigenico, che sono risultati successivamente anche confermati da test molecolare e quindi ricompresi tra questi",251649,912,2341001,249228,ITF,ITF4
2021-06-16T17:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,70.0,6.0,76.0,11688.0,11764.0,-103.0,24.0,43836.0,1485.0,-,-,57085.0,1345469.0,783111.0,-,0.0,-,Si segnala il decesso di un paz.: - 1 donna 87 aa Residente nella Città Metropolitana di Cagliari,57068,17,935161,410308,ITG,ITG2
2021-06-16T17:00:00,ITA,19.0,Sicilia,38.11569725,13.3623567,292.0,36.0,328.0,5675.0,6003.0,-364.0,168.0,217940.0,5928.0,-,-,229871.0,4726745.0,1804496.0,-,3.0,-,-,229871,0,2589137,2137608,ITG,ITG1
2021-06-16T17:00:00,ITA,9.0,Toscana,43.76923077,11.25588885,173.0,50.0,223.0,3638.0,3861.0,-195.0,106.0,232927.0,6832.0,-,-,243620.0,4960539.0,2302302.0,-,0.0,-,-,240140,3480,3782383,1178156,ITI,ITI1
2021-06-16T17:00:00,ITA,10.0,Umbria,43.10675841,12.38824698,32.0,5.0,37.0,926.0,963.0,-61.0,12.0,54323.0,1418.0,-,-,56704.0,1407023.0,385268.0,"Si fa presente che 2 dei ricoveri NON UTI, non rientrano nei codici disciplina COVID e pertanto vengono collocati in ""Altra Struttura"".",0.0,-,-,56704,0,951810,455213,ITI,ITI2
2021-06-16T17:00:00,ITA,2.0,Valle d'Aosta,45.73750286,7.320149366,2.0,0.0,2.0,79.0,81.0,-9.0,1.0,11109.0,472.0,-,-,11662.0,135248.0,64540.0,-,0.0,-,-,10994,668,99096,36152,ITC,ITC2
2021-06-16T17:00:00,ITA,5.0,Veneto,45.43490485,12.33845213,108.0,24.0,132.0,5477.0,5609.0,-107.0,84.0,407582.0,11601.0,-,-,424792.0,8367234.0,1799426.0,-,0.0,-,-,412928,11864,5547436,2819798,ITH,ITH3
