data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2021-07-23T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,19.0,1.0,20.0,1072.0,1092.0,28.0,62.0,72028.0,2514.0,-,-,75634.0,1798996.0,719630.0,-,0.0,-,-,75634,0,1241443,557553,ITF,ITF1
2021-07-23T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,22.0,0.0,22.0,539.0,561.0,11.0,18.0,26035.0,591.0,-,-,27187.0,405725.0,215650.0,"Il numero totale dei decessi ne comprende n. 22 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0.0,-,-,27187,0,386463,19262,ITF,ITF5
2021-07-23T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,48.0,5.0,53.0,2038.0,2091.0,37.0,107.0,66635.0,1244.0,-,-,69970.0,975490.0,891731.0,-,1.0,-,-,69956,14,901801,73689,ITF,ITF6
2021-07-23T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,189.0,11.0,200.0,7644.0,7844.0,131.0,261.0,413097.0,7578.0,-,-,428519.0,5564876.0,3322060.0,"Dopo verifiche effettuate dalle A.S.L. si è evinto che 2 dei 7 deceduti dichiarati dalle Azinede Sanitarie in data odierna, sono deceduti più di 48 ore fa",0.0,-,-,416931,11588,4742758,822118,ITF,ITF3
2021-07-23T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,144.0,9.0,153.0,3753.0,3906.0,395.0,474.0,373211.0,13272.0,-,-,390389.0,7100283.0,1943318.0,"Sono stati eliminati 1 casi, positivi a test antigenico ma non confermati da tampone molecolare.",1.0,-,-,390059,330,5163126,1937157,ITH,ITH5
2021-07-23T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,9.0,0.0,9.0,355.0,364.0,40.0,56.0,103314.0,3789.0,-,-,107467.0,2267156.0,706200.0,-,0.0,-,"Si segnala, fra i casi odierni, la presenza di 1 migrante/richiedente asilo in provincia di Trieste",92914,14553,1868298,398858,ITH,ITH4
2021-07-23T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,183.0,30.0,213.0,5614.0,5827.0,746.0,854.0,338574.0,8390.0,-,-,352791.0,8172799.0,4525918.0,-,2.0,-,-,343994,8797,5147072,3025727,ITI,ITI4
2021-07-23T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,19.0,5.0,24.0,690.0,714.0,111.0,117.0,99285.0,4358.0,-,-,104357.0,1870141.0,721042.0,-,0.0,-,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare ,104357,0,1432311,437830,ITC,ITC3
2021-07-23T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,142.0,27.0,169.0,7560.0,7729.0,496.0,691.0,806737.0,33815.0,-,-,848281.0,12282211.0,4825939.0,-,0.0,-,-,792087,56194,9726133,2556078,ITC,ITC4
2021-07-23T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,14.0,3.0,17.0,1598.0,1615.0,46.0,106.0,100015.0,3039.0,-,-,104669.0,1349381.0,787563.0,-,0.0,-,-,104669,0,1199134,150247,ITI,ITI3
