data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2021-04-25T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,432.0,44.0,476.0,8669.0,9145.0,135.0,179.0,58998.0,2376.0,-,-,70519.0,1393333.0,613889.0,Del totale dei decessi comunicati in data odierna  3 casi sono avvenuti nei periodi precedenti,1.0,-,-,70519,0,994121,399212,ITF,ITF1
2021-04-25T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,163.0,13.0,176.0,5944.0,6120.0,42.0,163.0,16655.0,513.0,-,-,23288.0,329463.0,184636.0,"IL NUMERO TOTALE DEI DECESSI COMPRENDE 19 PAZIENTI NON RESIDENTI, DECEDUTI  IN STRUTTURE OSPEDALIERE DELLA REGIONE BASILICATA. ",1.0,-,-,23288,0,315460,14003,ITF,ITF5
2021-04-25T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,471.0,46.0,517.0,14389.0,14906.0,369.0,484.0,42216.0,984.0,-,-,58106.0,753250.0,700998.0,-,3.0,-,-,58093,13,726243,27007,ITF,ITF6
2021-04-25T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,1511.0,137.0,1648.0,90683.0,92331.0,469.0,1854.0,284587.0,6210.0,-,-,383128.0,4190837.0,2765755.0,-,14.0,-,-,371540,11588,3819297,371540,ITF,ITF3
2021-04-25T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.341720800000001,1842.0,265.0,2107.0,48374.0,50481.0,-1922.0,1001.0,301517.0,12784.0,-,-,364782.0,5450270.0,1758518.0,"Sono stati eliminati 1 casi, positivi a test antigenico ma non confermati da tampone molecolare",12.0,-,-,364502,280,4328569,1121701,ITH,ITH5
2021-04-25T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,282.0,37.0,319.0,7982.0,8301.0,-150.0,184.0,92472.0,3664.0,-,-,104437.0,1811417.0,633775.0,-,2.0,-,-,90249,14188,1566431,244986,ITH,ITH4
2021-04-25T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,2415.0,330.0,2745.0,44092.0,46837.0,7.0,1185.0,264151.0,7510.0,-,-,318498.0,5953261.0,3842895.0,-,14.0,-,-,311421,7077,4221486,1731775,ITI,ITI4
2021-04-25T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,524.0,72.0,596.0,5529.0,6125.0,-51.0,225.0,87893.0,4136.0,-,-,98154.0,1406255.0,575721.0,-,1.0,-,-,98154,0,1162585,243670,ITC,ITC3
2021-04-25T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,3886.0,610.0,4496.0,53126.0,57622.0,529.0,1967.0,705138.0,32657.0,-,-,795417.0,9260614.0,3761429.0,-,11.0,-,-,750483,44934,8014116,1246498,ITC,ITC4
2021-04-25T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,477.0,68.0,545.0,6035.0,6580.0,-23.0,299.0,86931.0,2909.0,-,-,96420.0,1110622.0,665676.0,-,7.0,-,-,96420,0,995063,115559,ITI,ITI3
2021-04-25T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,40.0,14.0,54.0,596.0,650.0,6.0,29.0,11986.0,467.0,-,-,13103.0,211261.0,179566.0,-,1.0,-,-,13103,0,198798,12463,ITF,ITF2
2021-04-25T17:00:00,ITA,21.0,P.A. Bolzano,46.49933453,11.35662422,58.0,7.0,65.0,734.0,799.0,60.0,67.0,68915.0,1159.0,-,-,70873.0,1329945.0,389246.0,"67 nuovi POS PCR, di cui 25 con precedente AG POS",1.0,-,-,57734,13139,551405,778540,ITH,ITH1
2021-04-25T17:00:00,ITA,22.0,P.A. Trento,46.06893511,11.12123097,85.0,27.0,112.0,1091.0,1203.0,-19.0,91.0,41097.0,1334.0,-,-,43634.0,755577.0,190399.0,-,2.0,-,-,31773,11861,632175,123402,ITH,ITH2
2021-04-25T17:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,2403.0,260.0,2663.0,14810.0,17473.0,-178.0,978.0,312241.0,11137.0,-,-,340851.0,3852873.0,1662472.0,-,3.0,-,-,323934,16917,2632828,1220045,ITC,ITC1
2021-04-25T17:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,1738.0,235.0,1973.0,47298.0,49271.0,209.0,1203.0,174226.0,5684.0,-,-,229181.0,2165669.0,1101460.0,-,6.0,-,-,228182,999,2020532,145137,ITF,ITF4
2021-04-25T17:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,366.0,48.0,414.0,17469.0,17883.0,120.0,290.0,34220.0,1352.0,-,-,53455.0,1169560.0,680913.0,-,3.0,-,Si segnala il decesso dei paz.:  - 1 uomo 81 aa Residente nella Città Metropolitana di Cagliari  - 1 uomo 70 aa Residente nella Provincia di Oristano  - 1 uomo 78 aa Residente nella Provincia del Sud Sardegna  - 1 uomo 75 aa Residente nella Provincia di Oristano  - 1 deceduto Residente nella Provincia di Sassari ,53438,17,813175,356385,ITG,ITG2
