data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2022-03-06T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,290.0,13.0,303.0,64805.0,65108.0,505.0,918.0,201867.0,2999.0,-,-,269974.0,5090757.0,1170420.0,-,1.0,-,-,159309,110665,2084984,3005773,ITF,ITF1
2022-03-06T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,88.0,1.0,89.0,19573.0,19662.0,126.0,395.0,65740.0,775.0,-,-,86177.0,823775.0,310257.0,"Il numero totale dei decessi ne comprende n. 30 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata. ",0.0,-,-,58626,27551,619688,204087,ITF,ITF5
2022-03-06T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,267.0,16.0,283.0,46425.0,46708.0,117.0,1327.0,177427.0,2134.0,-,-,226269.0,2343856.0,1783877.0,-,2.0,-,L'ASP di Cosenza comunica 493 nuovi soggetti positivi di cui 1 fuori regione ,165700,60569,1515483,828373,ITF,ITF6
2022-03-06T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,608.0,30.0,638.0,124605.0,125243.0,359.0,3421.0,1093348.0,9824.0,-,-,1228415.0,13934478.0,4599060.0,-,0.0,-,"a seguito delle verifiche quotidiane si evince che un decesso registrato oggi, risale al giorno 03.02.2022",851939,376476,8115313,5819165,ITF,ITF3
2022-03-06T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,1177.0,68.0,1245.0,27643.0,28888.0,-407.0,2089.0,1153802.0,15999.0,-,-,1198689.0,14622125.0,2636604.0,"Sono stati eliminati 1 casi, comunicati nei giorni precedenti, in quanto giudicati non casi COVID-19.",4.0,-,-,855020,343669,8506668,6115457,ITH,ITH5
2022-03-06T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,158.0,10.0,168.0,16910.0,17078.0,-225.0,453.0,289853.0,4805.0,-,-,311736.0,5822095.0,1087926.0,Il totale dei casi positivi è stato ridotto di 2 a seguito di 1 tampone molecolare negativo dopo test antigenico positivo (caso fuori regione) e a seguito di 1 test positivo rimosso dopo revisione del caso (caso relativo alla provincia di GO).		,2.0,-,-,183419,128317,3091671,2730424,ITH,ITH4
2022-03-06T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,1113.0,98.0,1211.0,111451.0,112662.0,-1486.0,3923.0,974707.0,10496.0,-,-,1097865.0,17977675.0,5409719.0,-,12.0,-,-,845474,252391,8150301,9827374,ITI,ITI4
2022-03-06T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,242.0,17.0,259.0,12513.0,12772.0,-143.0,818.0,333119.0,5134.0,-,-,351025.0,4841135.0,1236278.0,-,2.0,-,*di cui  9841 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,215368,135657,2301198,2539937,ITC,ITC3
2022-03-06T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,821.0,82.0,903.0,109915.0,110818.0,-877.0,3627.0,2210014.0,38792.0,-,-,2359624.0,33364130.0,7846356.0,-,3.0,-,-,1328063,1031561,15124315,18239815,ITC,ITC4
2022-03-06T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,165.0,18.0,183.0,15124.0,15307.0,-1236.0,1619.0,316965.0,3611.0,-,-,335883.0,2748825.0,1754996.0,-,0.0,-,-,203306,132577,1923778,825047,ITI,ITI3
