data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2020-06-27T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,31.0,2.0,33.0,304.0,337.0,-21.0,0.0,2487.0,461.0,3111.0,174.0,3285.0,103771.0,69214.0,-,-,-,-
2020-06-27T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,1.0,0.0,1.0,6.0,7.0,0.0,0.0,367.0,27.0,401.0,0.0,401.0,39001.0,38221.0,NEI DEI CASI POSITIVI SONO COMPRESI N. 2 PAZIENTI IN ISOLAMENTO DOMICILIARE PROVENIENTI DA ALTRA REGIONE,-,-,-
2020-06-27T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,9.0,0.0,9.0,22.0,31.0,1.0,1.0,1051.0,97.0,1175.0,4.0,1179.0,93372.0,91388.0,-,-,-,-
2020-06-27T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,45.0,0.0,45.0,118.0,163.0,-1.0,0.0,4071.0,431.0,4664.0,1.0,4665.0,276025.0,133632.0,-,-,-,-
2020-06-27T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,106.0,11.0,117.0,924.0,1041.0,-3.0,42.0,23142.0,4252.0,27951.0,484.0,28435.0,483309.0,288719.0,-,-,-,-
2020-06-27T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,12.0,0.0,12.0,30.0,42.0,-6.0,0.0,2920.0,345.0,3306.0,1.0,3307.0,185651.0,105108.0,-,-,-,-
2020-06-27T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,185.0,13.0,198.0,629.0,827.0,11.0,18.0,6418.0,837.0,5977.0,2105.0,8082.0,331599.0,271209.0,-,-,-,-
2020-06-27T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,49.0,3.0,52.0,216.0,268.0,4.0,5.0,8138.0,1557.0,9013.0,950.0,9963.0,144156.0,77180.0,-,-,-,-
2020-06-27T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,415.0,43.0,458.0,10534.0,10992.0,-648.0,77.0,66046.0,16626.0,88764.0,4900.0,93664.0,1014321.0,606607.0,-,-,-,-
2020-06-27T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,9.0,0.0,9.0,348.0,357.0,-50.0,2.0,5437.0,991.0,6785.0,0.0,6785.0,135122.0,81511.0,-,-,-,-
2020-06-27T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,0.0,0.0,0.0,26.0,26.0,-3.0,0.0,396.0,23.0,444.0,1.0,445.0,22233.0,21165.0,-,-,-,-
2020-06-27T17:00:00,ITA,21.0,P.A. Bolzano,46.49933453,11.35662422,4.0,1.0,5.0,82.0,87.0,2.0,2.0,2257.0,292.0,2636.0,0.0,2636.0,83040.0,40235.0,-,-,-,-
2020-06-27T17:00:00,ITA,22.0,P.A. Trento,46.06893511,11.12123097,2.0,0.0,2.0,49.0,51.0,-1.0,1.0,4404.0,405.0,3375.0,1485.0,4860.0,119039.0,61511.0,-,-,-,-
2020-06-27T17:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,303.0,12.0,315.0,1188.0,1503.0,-82.0,11.0,25739.0,4080.0,27491.0,3831.0,31322.0,408836.0,255473.0,-,-,-,-
2020-06-27T17:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,27.0,0.0,27.0,120.0,147.0,-6.0,0.0,3841.0,543.0,2258.0,2273.0,4531.0,173422.0,115265.0,Per 1602 casi non è disponibile la provenienza,-,-,-
2020-06-27T17:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,6.0,0.0,6.0,7.0,13.0,1.0,1.0,1218.0,132.0,1360.0,3.0,1363.0,81351.0,68359.0,-,-,-,-
2020-06-27T17:00:00,ITA,19.0,Sicilia,38.11569725,13.3623567,20.0,4.0,24.0,106.0,130.0,1.0,1.0,2666.0,281.0,2748.0,329.0,3077.0,204184.0,167299.0,-,-,-,-
2020-06-27T17:00:00,ITA,9.0,Toscana,43.76923077,11.25588885,14.0,6.0,20.0,298.0,318.0,4.0,12.0,8817.0,1103.0,10039.0,199.0,10238.0,329865.0,225524.0,-,-,-,-
2020-06-27T17:00:00,ITA,10.0,Umbria,43.10675841,12.38824698,2.0,1.0,3.0,7.0,10.0,0.0,0.0,1350.0,80.0,1428.0,12.0,1440.0,93571.0,64026.0,-,-,-,-
2020-06-27T17:00:00,ITA,2.0,Valle d'Aosta,45.73750286,7.320149366,2.0,0.0,2.0,2.0,4.0,0.0,0.0,1044.0,146.0,1083.0,111.0,1194.0,17988.0,13635.0,-,-,-,-
2020-06-27T17:00:00,ITA,5.0,Veneto,45.43490485,12.33845213,18.0,1.0,19.0,463.0,482.0,-5.0,2.0,16775.0,2007.0,19253.0,11.0,19264.0,937417.0,403556.0,-,-,-,-
