data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2021-10-16T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,50.0,5.0,55.0,1334.0,1389.0,-38.0,26.0,77912.0,2552.0,-,-,81853.0,2356870.0,867868.0,-,0.0,-,-,81853,0,1449264,907606,ITF,ITF1
2021-10-16T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,22.0,0.0,22.0,977.0,999.0,-53.0,16.0,28905.0,622.0,-,-,30526.0,475713.0,240733.0,"Il numero totale dei decessi ne comprende n. 23 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0.0,-,-,30526,0,452612,23101,ITF,ITF5
2021-10-16T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,90.0,14.0,104.0,2695.0,2799.0,-45.0,69.0,81293.0,1429.0,-,-,85521.0,1241188.0,1086046.0,-,2.0,-,-,85504,17,1069351,171837,ITF,ITF6
2021-10-16T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,173.0,15.0,188.0,6043.0,6231.0,126.0,340.0,446396.0,8004.0,-,-,460631.0,6867368.0,3572684.0,-,0.0,-,-,449043,11588,5358959,1508409,ITF,ITF3
2021-10-16T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,293.0,33.0,326.0,14415.0,14741.0,-284.0,240.0,399355.0,13530.0,-,-,427626.0,9260240.0,2122649.0,-,1.0,-,-,427263,363,6001879,3258361,ITH,ITH5
2021-10-16T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,37.0,7.0,44.0,885.0,929.0,65.0,133.0,110095.0,3832.0,-,-,114856.0,2904435.0,832704.0,Il totale dei casi positivi è stato ridotto di 1 a seguito di un test positivo rimosso dopo revisione del caso (caso relativo alla provincia di PN)		,1.0,-,-,99463,15393,2182488,721947,ITH,ITH4
2021-10-16T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,298.0,50.0,348.0,8390.0,8738.0,-32.0,222.0,371209.0,8712.0,-,-,388659.0,9495858.0,4709561.0,-,3.0,-,-,379359,9300,5686593,3809265,ITI,ITI4
2021-10-16T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,53.0,6.0,59.0,840.0,899.0,13.0,64.0,108391.0,4417.0,-,-,113707.0,2439814.0,884804.0,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,0.0,-,*di cui 40 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021],113707,0,1676076,763738,ITC,ITC3
2021-10-16T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,287.0,55.0,342.0,7910.0,8252.0,142.0,432.0,846136.0,34112.0,-,-,888500.0,15961436.0,5647579.0,-,0.0,-,-,822581,65919,11026292,4935144,ITC,ITC4
2021-10-16T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,41.0,13.0,54.0,1965.0,2019.0,-36.0,23.0,109731.0,3086.0,-,-,114836.0,1589026.0,923604.0,-,0.0,-,-,114836,0,1371760,217266,ITI,ITI3
