Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
13.0,2.0,3.0,30.0,82.0,10.0,195.0,27.0,161.0,4.0,0.0,6.0,2.0,146.0,16.0,6.0,17.0,13.0,7.0,1.0,31.0
15.0,2.0,3.0,32.0,79.0,11.0,198.0,30.0,152.0,4.0,1.0,7.0,1.0,148.0,15.0,6.0,22.0,13.0,7.0,1.0,32.0
14.0,2.0,3.0,33.0,81.0,10.0,202.0,30.0,151.0,5.0,1.0,7.0,1.0,146.0,15.0,5.0,26.0,13.0,8.0,1.0,31.0
15.0,2.0,3.0,31.0,75.0,9.0,203.0,27.0,164.0,4.0,1.0,7.0,1.0,141.0,15.0,5.0,31.0,13.0,8.0,1.0,33.0
15.0,2.0,3.0,27.0,69.0,10.0,207.0,21.0,167.0,5.0,1.0,7.0,0.0,129.0,17.0,3.0,31.0,15.0,8.0,1.0,31.0
15.0,2.0,4.0,55.0,69.0,11.0,197.0,21.0,164.0,6.0,1.0,7.0,0.0,129.0,17.0,3.0,35.0,17.0,7.0,1.0,34.0
14.0,2.0,4.0,54.0,63.0,11.0,192.0,19.0,155.0,6.0,1.0,7.0,0.0,108.0,18.0,3.0,40.0,17.0,6.0,1.0,36.0
14.0,2.0,5.0,42.0,71.0,11.0,181.0,19.0,167.0,8.0,1.0,7.0,1.0,101.0,19.0,4.0,39.0,16.0,7.0,1.0,32.0
17.0,2.0,6.0,38.0,72.0,12.0,185.0,20.0,162.0,11.0,1.0,7.0,1.0,100.0,20.0,3.0,39.0,15.0,7.0,1.0,31.0
17.0,2.0,6.0,49.0,71.0,12.0,183.0,21.0,171.0,13.0,1.0,7.0,3.0,100.0,23.0,3.0,39.0,17.0,7.0,1.0,29.0
19.0,2.0,7.0,46.0,83.0,9.0,187.0,22.0,169.0,15.0,1.0,7.0,3.0,107.0,22.0,3.0,37.0,18.0,7.0,1.0,37.0
20.0,2.0,7.0,45.0,77.0,10.0,195.0,18.0,175.0,15.0,1.0,8.0,3.0,98.0,24.0,5.0,38.0,18.0,6.0,1.0,39.0
21.0,2.0,8.0,21.0,82.0,13.0,193.0,20.0,179.0,16.0,1.0,8.0,3.0,94.0,24.0,7.0,41.0,20.0,8.0,1.0,42.0
23.0,2.0,8.0,34.0,83.0,16.0,192.0,23.0,179.0,13.0,1.0,8.0,5.0,91.0,26.0,8.0,41.0,18.0,8.0,5.0,37.0
25.0,2.0,10.0,34.0,85.0,14.0,197.0,21.0,171.0,14.0,1.0,8.0,5.0,90.0,27.0,6.0,41.0,15.0,8.0,5.0,35.0
24.0,2.0,10.0,31.0,85.0,14.0,197.0,22.0,164.0,13.0,1.0,8.0,6.0,88.0,31.0,6.0,44.0,15.0,8.0,5.0,34.0
25.0,0.0,9.0,35.0,83.0,13.0,203.0,22.0,159.0,11.0,1.0,8.0,7.0,90.0,37.0,6.0,51.0,17.0,8.0,5.0,35.0
24.0,0.0,9.0,46.0,80.0,11.0,212.0,20.0,170.0,11.0,1.0,6.0,5.0,88.0,39.0,6.0,50.0,19.0,9.0,5.0,39.0
24.0,0.0,9.0,45.0,82.0,10.0,199.0,19.0,175.0,10.0,0.0,6.0,3.0,79.0,45.0,6.0,49.0,18.0,9.0,5.0,39.0
25.0,0.0,9.0,40.0,83.0,10.0,204.0,22.0,181.0,8.0,0.0,8.0,2.0,80.0,48.0,8.0,48.0,16.0,10.0,3.0,36.0
24.0,0.0,8.0,48.0,80.0,6.0,201.0,20.0,165.0,11.0,0.0,8.0,3.0,80.0,46.0,8.0,52.0,15.0,10.0,3.0,39.0
26.0,0.0,9.0,35.0,79.0,5.0,202.0,20.0,161.0,14.0,0.0,8.0,2.0,84.0,47.0,8.0,52.0,13.0,10.0,2.0,42.0
26.0,0.0,10.0,44.0,78.0,6.0,213.0,22.0,160.0,13.0,0.0,8.0,2.0,83.0,48.0,8.0,56.0,14.0,11.0,2.0,39.0
28.0,0.0,9.0,48.0,78.0,9.0,221.0,25.0,161.0,13.0,0.0,9.0,2.0,77.0,51.0,9.0,60.0,15.0,11.0,1.0,41.0
28.0,0.0,11.0,51.0,76.0,8.0,224.0,26.0,164.0,14.0,0.0,9.0,3.0,83.0,56.0,9.0,60.0,20.0,10.0,1.0,48.0
27.0,0.0,11.0,53.0,88.0,10.0,235.0,24.0,165.0,14.0,0.0,9.0,3.0,84.0,55.0,11.0,61.0,25.0,11.0,1.0,45.0
28.0,0.0,12.0,58.0,85.0,12.0,244.0,22.0,171.0,15.0,1.0,9.0,3.0,86.0,61.0,12.0,49.0,29.0,11.0,1.0,42.0
31.0,0.0,12.0,68.0,85.0,11.0,254.0,20.0,166.0,14.0,1.0,9.0,4.0,89.0,65.0,13.0,53.0,33.0,11.0,1.0,48.0
33.0,0.0,12.0,56.0,83.0,11.0,271.0,19.0,162.0,12.0,1.0,9.0,4.0,84.0,66.0,14.0,53.0,36.0,13.0,1.0,48.0
32.0,1.0,12.0,63.0,85.0,12.0,292.0,19.0,162.0,13.0,1.0,9.0,4.0,83.0,72.0,18.0,60.0,42.0,12.0,1.0,47.0
35.0,2.0,14.0,74.0,90.0,13.0,305.0,22.0,168.0,13.0,2.0,9.0,4.0,88.0,85.0,18.0,63.0,44.0,13.0,1.0,47.0
34.0,2.0,15.0,79.0,95.0,15.0,287.0,24.0,173.0,14.0,2.0,9.0,5.0,85.0,92.0,19.0,63.0,46.0,13.0,1.0,51.0
35.0,2.0,14.0,78.0,98.0,14.0,269.0,23.0,175.0,9.0,3.0,9.0,5.0,89.0,98.0,21.0,69.0,49.0,12.0,0.0,52.0
38.0,2.0,14.0,112.0,101.0,13.0,274.0,26.0,187.0,8.0,3.0,9.0,5.0,84.0,100.0,26.0,72.0,48.0,13.0,0.0,63.0
40.0,2.0,14.0,126.0,103.0,13.0,289.0,28.0,189.0,9.0,3.0,9.0,7.0,88.0,109.0,25.0,78.0,51.0,12.0,1.0,56.0
38.0,2.0,17.0,74.0,108.0,15.0,301.0,30.0,203.0,11.0,3.0,10.0,4.0,86.0,117.0,26.0,80.0,49.0,12.0,1.0,60.0
38.0,2.0,17.0,114.0,110.0,16.0,317.0,33.0,214.0,13.0,3.0,10.0,4.0,90.0,122.0,31.0,78.0,53.0,11.0,2.0,59.0
36.0,2.0,21.0,96.0,115.0,15.0,335.0,39.0,217.0,14.0,3.0,10.0,6.0,105.0,123.0,32.0,80.0,60.0,12.0,2.0,59.0
30.0,2.0,22.0,149.0,115.0,14.0,344.0,44.0,233.0,15.0,3.0,10.0,5.0,99.0,130.0,37.0,81.0,62.0,11.0,3.0,78.0
31.0,2.0,21.0,167.0,114.0,14.0,352.0,44.0,242.0,15.0,3.0,10.0,5.0,97.0,146.0,37.0,88.0,66.0,10.0,3.0,79.0
34.0,3.0,21.0,189.0,119.0,15.0,360.0,46.0,252.0,14.0,3.0,10.0,4.0,99.0,154.0,41.0,93.0,70.0,12.0,3.0,83.0
33.0,4.0,20.0,201.0,127.0,15.0,372.0,54.0,270.0,13.0,3.0,10.0,7.0,117.0,157.0,47.0,98.0,75.0,14.0,2.0,89.0
34.0,4.0,20.0,213.0,134.0,18.0,355.0,61.0,268.0,14.0,3.0,10.0,6.0,113.0,155.0,52.0,100.0,77.0,15.0,1.0,88.0
34.0,5.0,25.0,228.0,138.0,19.0,365.0,71.0,273.0,15.0,3.0,10.0,5.0,119.0,162.0,53.0,99.0,85.0,15.0,1.0,91.0
33.0,5.0,30.0,230.0,137.0,20.0,368.0,77.0,268.0,17.0,3.0,10.0,5.0,113.0,173.0,56.0,114.0,86.0,17.0,1.0,98.0
36.0,5.0,30.0,229.0,146.0,22.0,363.0,96.0,275.0,17.0,5.0,8.0,6.0,113.0,170.0,58.0,117.0,83.0,17.0,2.0,105.0
37.0,5.0,29.0,236.0,156.0,20.0,367.0,98.0,279.0,16.0,4.0,8.0,7.0,109.0,178.0,63.0,120.0,80.0,19.0,2.0,95.0
38.0,5.0,31.0,242.0,160.0,20.0,381.0,102.0,286.0,13.0,4.0,8.0,6.0,119.0,187.0,69.0,126.0,87.0,19.0,2.0,95.0
40.0,5.0,31.0,252.0,158.0,20.0,379.0,108.0,273.0,15.0,4.0,8.0,6.0,111.0,196.0,73.0,129.0,89.0,23.0,2.0,102.0
40.0,6.0,31.0,271.0,169.0,20.0,417.0,120.0,278.0,14.0,3.0,8.0,8.0,113.0,197.0,76.0,134.0,92.0,22.0,3.0,111.0
44.0,6.0,32.0,290.0,173.0,25.0,441.0,126.0,280.0,16.0,4.0,8.0,9.0,108.0,204.0,94.0,137.0,97.0,23.0,3.0,109.0
45.0,6.0,31.0,305.0,183.0,25.0,427.0,138.0,290.0,17.0,5.0,8.0,11.0,123.0,214.0,101.0,152.0,100.0,24.0,4.0,110.0
46.0,7.0,33.0,313.0,185.0,26.0,471.0,140.0,292.0,19.0,6.0,16.0,9.0,120.0,217.0,104.0,158.0,110.0,29.0,5.0,117.0
47.0,7.0,30.0,320.0,193.0,25.0,485.0,149.0,294.0,17.0,4.0,19.0,13.0,129.0,218.0,105.0,171.0,108.0,32.0,5.0,121.0
50.0,7.0,30.0,323.0,199.0,26.0,508.0,150.0,304.0,22.0,4.0,17.0,11.0,142.0,214.0,101.0,187.0,109.0,30.0,5.0,121.0
53.0,7.0,28.0,338.0,203.0,26.0,476.0,157.0,316.0,23.0,4.0,17.0,12.0,146.0,212.0,106.0,194.0,116.0,32.0,6.0,123.0
53.0,7.0,31.0,346.0,193.0,23.0,467.0,156.0,307.0,25.0,6.0,17.0,10.0,146.0,214.0,109.0,204.0,109.0,31.0,6.0,135.0
53.0,7.0,34.0,366.0,188.0,23.0,445.0,151.0,302.0,23.0,5.0,17.0,13.0,149.0,210.0,114.0,207.0,109.0,33.0,4.0,134.0
63.0,8.0,34.0,366.0,190.0,25.0,493.0,160.0,319.0,26.0,6.0,17.0,13.0,150.0,212.0,118.0,217.0,117.0,29.0,3.0,141.0
59.0,11.0,33.0,383.0,207.0,26.0,513.0,165.0,328.0,27.0,6.0,21.0,13.0,171.0,214.0,117.0,239.0,119.0,32.0,4.0,155.0
59.0,13.0,31.0,378.0,207.0,22.0,553.0,167.0,341.0,28.0,4.0,21.0,13.0,171.0,214.0,121.0,246.0,121.0,33.0,4.0,155.0
54.0,14.0,33.0,396.0,212.0,27.0,579.0,171.0,334.0,28.0,4.0,21.0,14.0,174.0,217.0,130.0,253.0,119.0,33.0,3.0,161.0
63.0,14.0,35.0,409.0,207.0,23.0,599.0,162.0,330.0,24.0,4.0,21.0,13.0,172.0,218.0,131.0,248.0,111.0,35.0,3.0,159.0
59.0,15.0,32.0,354.0,217.0,24.0,626.0,155.0,342.0,25.0,5.0,26.0,14.0,174.0,214.0,127.0,268.0,108.0,37.0,3.0,168.0
55.0,14.0,37.0,430.0,216.0,24.0,648.0,159.0,333.0,22.0,3.0,26.0,12.0,176.0,222.0,128.0,282.0,105.0,36.0,3.0,169.0
58.0,14.0,38.0,442.0,216.0,24.0,681.0,169.0,337.0,29.0,5.0,26.0,11.0,192.0,229.0,126.0,309.0,115.0,41.0,3.0,176.0
56.0,14.0,36.0,452.0,218.0,27.0,719.0,165.0,348.0,29.0,6.0,28.0,11.0,205.0,224.0,121.0,309.0,117.0,42.0,4.0,188.0
57.0,13.0,35.0,453.0,219.0,25.0,706.0,165.0,340.0,30.0,4.0,28.0,14.0,208.0,229.0,120.0,320.0,119.0,42.0,6.0,194.0
57.0,13.0,34.0,459.0,220.0,24.0,715.0,173.0,333.0,30.0,4.0,28.0,15.0,215.0,231.0,130.0,327.0,128.0,41.0,7.0,204.0
64.0,13.0,35.0,478.0,212.0,20.0,727.0,184.0,341.0,29.0,5.0,28.0,16.0,230.0,236.0,127.0,324.0,127.0,43.0,8.0,189.0
72.0,17.0,38.0,474.0,211.0,22.0,758.0,188.0,335.0,29.0,3.0,28.0,16.0,226.0,238.0,134.0,342.0,123.0,46.0,7.0,195.0
76.0,17.0,38.0,491.0,223.0,23.0,785.0,190.0,335.0,30.0,2.0,28.0,17.0,229.0,244.0,134.0,353.0,125.0,46.0,6.0,198.0
79.0,32.0,39.0,506.0,224.0,28.0,812.0,204.0,346.0,34.0,3.0,21.0,17.0,288.0,253.0,135.0,389.0,144.0,47.0,7.0,202.0
87.0,32.0,39.0,535.0,225.0,29.0,818.0,201.0,360.0,35.0,3.0,21.0,22.0,308.0,265.0,144.0,396.0,145.0,50.0,6.0,223.0
94.0,35.0,38.0,572.0,237.0,32.0,856.0,220.0,379.0,36.0,4.0,22.0,18.0,312.0,274.0,147.0,405.0,151.0,52.0,5.0,230.0
97.0,35.0,40.0,603.0,245.0,29.0,876.0,223.0,402.0,39.0,6.0,31.0,18.0,327.0,301.0,148.0,409.0,159.0,58.0,5.0,232.0
107.0,35.0,43.0,639.0,240.0,29.0,910.0,225.0,415.0,40.0,8.0,37.0,20.0,367.0,323.0,156.0,411.0,170.0,63.0,6.0,229.0
117.0,36.0,42.0,698.0,257.0,29.0,941.0,248.0,452.0,44.0,7.0,37.0,19.0,376.0,322.0,165.0,422.0,190.0,64.0,9.0,251.0
124.0,36.0,42.0,725.0,277.0,27.0,980.0,264.0,481.0,50.0,9.0,36.0,19.0,402.0,322.0,162.0,426.0,217.0,67.0,11.0,262.0
148.0,36.0,43.0,749.0,309.0,27.0,1005.0,285.0,513.0,55.0,9.0,44.0,19.0,479.0,326.0,180.0,446.0,245.0,70.0,12.0,273.0
161.0,34.0,43.0,756.0,354.0,37.0,979.0,299.0,608.0,66.0,10.0,57.0,20.0,513.0,333.0,190.0,470.0,262.0,79.0,14.0,305.0
169.0,35.0,45.0,796.0,418.0,39.0,1022.0,315.0,709.0,72.0,9.0,57.0,20.0,595.0,334.0,198.0,496.0,275.0,83.0,16.0,306.0
169.0,36.0,54.0,828.0,441.0,43.0,1059.0,342.0,798.0,70.0,7.0,63.0,20.0,635.0,345.0,208.0,520.0,322.0,86.0,17.0,319.0
178.0,36.0,55.0,853.0,465.0,57.0,1102.0,379.0,905.0,83.0,8.0,72.0,20.0,701.0,352.0,216.0,529.0,359.0,90.0,17.0,339.0
182.0,40.0,63.0,892.0,492.0,62.0,1141.0,402.0,1039.0,87.0,9.0,72.0,27.0,752.0,401.0,222.0,540.0,394.0,115.0,19.0,371.0
183.0,43.0,66.0,927.0,506.0,70.0,1184.0,441.0,1175.0,101.0,12.0,74.0,38.0,835.0,413.0,237.0,563.0,440.0,129.0,22.0,422.0
210.0,52.0,71.0,969.0,551.0,75.0,1241.0,470.0,1249.0,113.0,12.0,74.0,44.0,944.0,435.0,243.0,593.0,511.0,146.0,30.0,440.0
225.0,52.0,79.0,1037.0,609.0,79.0,1319.0,537.0,1391.0,118.0,12.0,103.0,46.0,1099.0,471.0,260.0,619.0,547.0,170.0,41.0,510.0
226.0,52.0,87.0,1081.0,682.0,92.0,1355.0,578.0,1655.0,134.0,10.0,103.0,50.0,1185.0,480.0,272.0,648.0,579.0,172.0,47.0,495.0
224.0,52.0,94.0,1131.0,722.0,97.0,1424.0,574.0,1841.0,152.0,14.0,114.0,58.0,1305.0,498.0,300.0,677.0,606.0,193.0,51.0,559.0
244.0,58.0,109.0,1188.0,743.0,107.0,1489.0,631.0,2197.0,174.0,14.0,114.0,68.0,1446.0,531.0,311.0,682.0,656.0,204.0,53.0,579.0
246.0,58.0,110.0,1226.0,812.0,116.0,1579.0,679.0,2366.0,201.0,18.0,145.0,63.0,1571.0,575.0,323.0,696.0,727.0,228.0,60.0,616.0
263.0,58.0,116.0,1264.0,845.0,135.0,1622.0,737.0,2557.0,201.0,22.0,158.0,76.0,1695.0,605.0,333.0,737.0,825.0,244.0,65.0,656.0
270.0,72.0,117.0,1314.0,909.0,146.0,1757.0,834.0,2701.0,253.0,22.0,164.0,86.0,1951.0,648.0,338.0,775.0,889.0,270.0,77.0,688.0
306.0,75.0,126.0,1350.0,1037.0,170.0,1798.0,882.0,2986.0,278.0,21.0,181.0,89.0,2137.0,697.0,342.0,830.0,923.0,285.0,106.0,747.0
332.0,80.0,131.0,1395.0,1118.0,181.0,1835.0,924.0,3364.0,282.0,23.0,196.0,100.0,2372.0,760.0,335.0,898.0,987.0,292.0,114.0,798.0
357.0,81.0,141.0,1461.0,1177.0,186.0,1954.0,957.0,3700.0,286.0,23.0,208.0,118.0,2527.0,747.0,361.0,954.0,1093.0,301.0,127.0,856.0
382.0,81.0,151.0,1546.0,1276.0,196.0,2048.0,1000.0,4068.0,301.0,24.0,251.0,127.0,2706.0,718.0,363.0,1012.0,1160.0,302.0,134.0,894.0
400.0,90.0,163.0,1571.0,1348.0,203.0,2126.0,1093.0,4425.0,322.0,23.0,255.0,130.0,2857.0,725.0,388.0,1084.0,1209.0,320.0,153.0,924.0
423.0,97.0,174.0,1586.0,1399.0,218.0,2240.0,1143.0,4664.0,369.0,23.0,290.0,161.0,3023.0,764.0,379.0,1131.0,1279.0,341.0,173.0,964.0
434.0,101.0,183.0,1657.0,1520.0,216.0,2217.0,1190.0,4841.0,384.0,27.0,316.0,189.0,3304.0,793.0,382.0,1167.0,1399.0,354.0,179.0,1009.0
467.0,98.0,210.0,1724.0,1617.0,244.0,2389.0,1211.0,5215.0,427.0,30.0,315.0,212.0,3592.0,844.0,382.0,1222.0,1451.0,353.0,183.0,1153.0
463.0,104.0,223.0,1744.0,1715.0,255.0,2534.0,1273.0,5525.0,452.0,35.0,342.0,222.0,3758.0,861.0,389.0,1253.0,1516.0,356.0,163.0,1225.0
494.0,106.0,228.0,1782.0,1765.0,312.0,2730.0,1312.0,5840.0,477.0,34.0,368.0,239.0,3947.0,867.0,386.0,1304.0,1589.0,369.0,172.0,1326.0
510.0,116.0,227.0,1857.0,1850.0,304.0,2745.0,1393.0,6133.0,504.0,34.0,391.0,243.0,4139.0,909.0,438.0,1316.0,1512.0,379.0,167.0,1353.0
527.0,113.0,243.0,1935.0,1911.0,331.0,2856.0,1380.0,6423.0,521.0,34.0,397.0,261.0,4406.0,1000.0,446.0,1330.0,1582.0,403.0,168.0,1476.0
527.0,118.0,249.0,2003.0,2030.0,346.0,2923.0,1415.0,6875.0,562.0,46.0,437.0,275.0,4671.0,1003.0,455.0,1427.0,1700.0,415.0,172.0,1540.0
561.0,129.0,272.0,2140.0,2143.0,365.0,2998.0,1479.0,7084.0,590.0,45.0,452.0,299.0,4852.0,1087.0,466.0,1490.0,1776.0,424.0,174.0,1659.0
576.0,156.0,302.0,2254.0,2235.0,383.0,3042.0,1407.0,7390.0,600.0,51.0,464.0,318.0,5040.0,1160.0,454.0,1543.0,1824.0,429.0,176.0,1800.0
597.0,152.0,304.0,2258.0,2294.0,392.0,3168.0,1413.0,7671.0,610.0,56.0,464.0,338.0,5130.0,1273.0,472.0,1578.0,1874.0,427.0,177.0,1877.0
599.0,153.0,319.0,2136.0,2322.0,393.0,3212.0,1472.0,7829.0,610.0,62.0,490.0,368.0,5181.0,1338.0,480.0,1596.0,1909.0,423.0,175.0,1976.0
624.0,164.0,365.0,2336.0,2389.0,413.0,3278.0,1482.0,8120.0,633.0,62.0,494.0,383.0,5243.0,1407.0,529.0,1660.0,1921.0,427.0,164.0,2050.0
604.0,165.0,371.0,2264.0,2474.0,423.0,3349.0,1510.0,8438.0,558.0,61.0,500.0,386.0,5262.0,1467.0,565.0,1677.0,1945.0,429.0,159.0,2097.0
624.0,181.0,383.0,2418.0,2531.0,444.0,3433.0,1508.0,8618.0,560.0,67.0,522.0,403.0,5293.0,1441.0,570.0,1693.0,2008.0,437.0,160.0,2175.0
630.0,167.0,403.0,2382.0,2640.0,454.0,3377.0,1492.0,8756.0,577.0,63.0,530.0,418.0,5452.0,1477.0,573.0,1725.0,2061.0,447.0,167.0,2237.0
656.0,180.0,406.0,2437.0,2698.0,498.0,3374.0,1510.0,9045.0,603.0,69.0,526.0,423.0,5534.0,1497.0,576.0,1732.0,2069.0,438.0,169.0,2246.0
686.0,172.0,434.0,2459.0,2693.0,519.0,3374.0,1489.0,9226.0,606.0,65.0,520.0,436.0,5596.0,1518.0,568.0,1768.0,2087.0,442.0,163.0,2353.0
732.0,175.0,442.0,2481.0,2733.0,533.0,3432.0,1438.0,9206.0,604.0,74.0,508.0,446.0,5537.0,1524.0,584.0,1772.0,2101.0,444.0,156.0,2400.0
736.0,181.0,461.0,2445.0,2778.0,559.0,3539.0,1410.0,9234.0,623.0,60.0,506.0,455.0,5618.0,1610.0,595.0,1779.0,2087.0,434.0,158.0,2437.0
749.0,181.0,471.0,2458.0,2835.0,564.0,3594.0,1360.0,9250.0,630.0,60.0,489.0,453.0,5540.0,1629.0,574.0,1810.0,2094.0,445.0,160.0,2475.0
736.0,179.0,480.0,2419.0,2915.0,601.0,3637.0,1375.0,9340.0,630.0,62.0,491.0,461.0,5530.0,1637.0,573.0,1838.0,2083.0,443.0,158.0,2492.0
743.0,180.0,482.0,2532.0,2986.0,620.0,3686.0,1370.0,9276.0,640.0,67.0,511.0,476.0,5511.0,1690.0,584.0,1847.0,2128.0,449.0,159.0,2570.0
743.0,179.0,471.0,2475.0,2966.0,615.0,3706.0,1300.0,9292.0,644.0,71.0,499.0,478.0,5520.0,1690.0,600.0,1844.0,2067.0,440.0,157.0,2636.0
748.0,176.0,468.0,2474.0,3012.0,642.0,3697.0,1238.0,9056.0,672.0,76.0,483.0,462.0,5498.0,1693.0,591.0,1824.0,2040.0,431.0,153.0,2727.0
768.0,178.0,473.0,2412.0,2937.0,654.0,3760.0,1189.0,8930.0,676.0,78.0,474.0,460.0,5395.0,1788.0,608.0,1798.0,1993.0,417.0,145.0,2751.0
763.0,176.0,476.0,2372.0,2923.0,649.0,3762.0,1128.0,8794.0,655.0,73.0,456.0,452.0,5317.0,1855.0,599.0,1789.0,1925.0,415.0,144.0,2743.0
757.0,164.0,452.0,2350.0,2918.0,657.0,3708.0,1085.0,8535.0,656.0,71.0,445.0,446.0,5165.0,1875.0,617.0,1766.0,1872.0,415.0,144.0,2963.0
734.0,166.0,448.0,2348.0,2913.0,677.0,3713.0,1081.0,8307.0,683.0,74.0,456.0,448.0,5119.0,1887.0,623.0,1763.0,1868.0,420.0,151.0,2753.0
790.0,172.0,442.0,2323.0,3004.0,688.0,3734.0,1110.0,8339.0,672.0,76.0,465.0,459.0,5125.0,1901.0,650.0,1773.0,1862.0,431.0,135.0,2780.0
773.0,178.0,457.0,2278.0,2976.0,699.0,3593.0,1108.0,8218.0,672.0,77.0,448.0,450.0,5029.0,1911.0,651.0,1737.0,1830.0,425.0,136.0,2828.0
777.0,179.0,447.0,2237.0,2939.0,710.0,3632.0,1065.0,8077.0,650.0,74.0,449.0,459.0,4978.0,1889.0,643.0,1714.0,1785.0,404.0,135.0,2827.0
774.0,181.0,431.0,2203.0,2913.0,688.0,3597.0,1034.0,7861.0,614.0,75.0,463.0,449.0,4825.0,1847.0,659.0,1686.0,1739.0,398.0,124.0,2808.0
773.0,185.0,424.0,2165.0,2965.0,691.0,3538.0,1011.0,7614.0,605.0,74.0,450.0,462.0,4708.0,1823.0,661.0,1647.0,1681.0,384.0,120.0,2786.0
748.0,153.0,408.0,1723.0,2950.0,698.0,3424.0,990.0,7359.0,590.0,70.0,441.0,452.0,4642.0,1796.0,674.0,1615.0,1634.0,391.0,116.0,2801.0
738.0,137.0,422.0,2071.0,2977.0,711.0,3476.0,960.0,7179.0,600.0,66.0,442.0,462.0,4598.0,1816.0,680.0,1580.0,1612.0,392.0,110.0,2816.0
751.0,140.0,409.0,1977.0,3044.0,723.0,3549.0,959.0,7143.0,600.0,61.0,438.0,471.0,4588.0,1805.0,683.0,1592.0,1618.0,394.0,115.0,2846.0
727.0,136.0,401.0,2038.0,3015.0,722.0,3432.0,932.0,6954.0,601.0,58.0,513.0,474.0,4454.0,1802.0,678.0,1573.0,1588.0,375.0,105.0,2848.0
730.0,136.0,399.0,1990.0,3090.0,726.0,3451.0,929.0,6493.0,603.0,57.0,427.0,478.0,4420.0,1838.0,682.0,1572.0,1600.0,379.0,103.0,2870.0
722.0,137.0,394.0,1929.0,3074.0,714.0,3375.0,907.0,6361.0,587.0,60.0,270.0,479.0,4379.0,1800.0,673.0,1539.0,1570.0,365.0,108.0,2936.0
713.0,131.0,386.0,1972.0,3043.0,707.0,3365.0,887.0,6150.0,576.0,58.0,269.0,458.0,4305.0,1782.0,659.0,1477.0,1509.0,368.0,97.0,2915.0
695.0,128.0,374.0,1931.0,3035.0,713.0,3306.0,859.0,6006.0,573.0,64.0,269.0,447.0,4161.0,1781.0,647.0,1439.0,1449.0,350.0,84.0,2954.0
685.0,130.0,362.0,1938.0,3039.0,715.0,3278.0,843.0,5873.0,557.0,63.0,247.0,461.0,4126.0,1738.0,648.0,1424.0,1399.0,339.0,82.0,2946.0
694.0,126.0,367.0,1926.0,3053.0,718.0,3285.0,853.0,5738.0,552.0,69.0,247.0,476.0,4134.0,1735.0,637.0,1426.0,1403.0,347.0,83.0,2991.0
660.0,117.0,356.0,1843.0,3011.0,710.0,3242.0,839.0,5652.0,545.0,67.0,232.0,465.0,4027.0,1717.0,628.0,1410.0,1370.0,334.0,80.0,3040.0
655.0,120.0,340.0,1825.0,2985.0,688.0,3174.0,826.0,5575.0,523.0,68.0,225.0,464.0,3955.0,1683.0,607.0,1371.0,1303.0,317.0,74.0,3045.0
633.0,116.0,317.0,1775.0,3007.0,687.0,3171.0,815.0,5404.0,503.0,68.0,212.0,456.0,3837.0,1653.0,614.0,1310.0,1261.0,312.0,78.0,3053.0
601.0,109.0,315.0,1741.0,2971.0,660.0,3090.0,786.0,5258.0,491.0,66.0,198.0,428.0,3759.0,1631.0,600.0,1273.0,1200.0,308.0,77.0,3026.0
608.0,106.0,311.0,1720.0,3025.0,649.0,3079.0,773.0,5087.0,481.0,69.0,198.0,428.0,3671.0,1609.0,585.0,1245.0,1187.0,302.0,80.0,2935.0
599.0,102.0,309.0,1673.0,3053.0,657.0,3090.0,765.0,4924.0,480.0,69.0,190.0,430.0,3610.0,1605.0,598.0,1254.0,1150.0,295.0,82.0,2966.0
598.0,99.0,322.0,1691.0,3117.0,663.0,3027.0,758.0,4793.0,486.0,68.0,201.0,431.0,3639.0,1595.0,590.0,1267.0,1150.0,299.0,88.0,2994.0
575.0,101.0,315.0,1647.0,3101.0,655.0,3012.0,765.0,4830.0,482.0,64.0,199.0,413.0,3559.0,1588.0,574.0,1235.0,1116.0,288.0,95.0,3021.0
545.0,100.0,316.0,1620.0,3010.0,651.0,3026.0,753.0,4779.0,472.0,60.0,189.0,393.0,3454.0,1589.0,563.0,1204.0,1069.0,279.0,88.0,3010.0
526.0,104.0,305.0,1590.0,2919.0,638.0,2983.0,751.0,4699.0,473.0,60.0,174.0,375.0,3357.0,1592.0,539.0,1181.0,1049.0,276.0,87.0,2981.0
469.0,94.0,291.0,1551.0,2917.0,626.0,2956.0,727.0,4498.0,458.0,59.0,166.0,355.0,3243.0,1579.0,527.0,1169.0,1009.0,276.0,88.0,2928.0
465.0,96.0,281.0,1529.0,2844.0,643.0,3039.0,738.0,4352.0,476.0,63.0,172.0,379.0,3219.0,1593.0,521.0,1184.0,991.0,282.0,81.0,2944.0
479.0,103.0,273.0,1535.0,2819.0,684.0,3103.0,761.0,4309.0,493.0,63.0,174.0,401.0,3250.0,1598.0,526.0,1201.0,1012.0,296.0,85.0,2986.0
496.0,98.0,274.0,1520.0,2862.0,701.0,3127.0,779.0,4303.0,514.0,65.0,173.0,419.0,3247.0,1633.0,541.0,1239.0,1054.0,302.0,99.0,3051.0
