data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2021-07-13T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,28.0,1.0,29.0,903.0,932.0,-10.0,33.0,71751.0,2512.0,-,-,75195.0,1751751.0,706224.0,-,0.0,-,-,75195,0,1216563,535188,ITF,ITF1
2021-07-13T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,12.0,0.0,12.0,542.0,554.0,-4.0,3.0,25899.0,591.0,-,-,27044.0,399971.0,213303.0," Il numero totale dei decessi ne comprende n. 22 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0.0,-,-,27044,0,381422,18549,ITF,ITF5
2021-07-13T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,44.0,2.0,46.0,2009.0,2055.0,-4.0,45.0,66096.0,1236.0,-,-,69387.0,956364.0,875212.0,-,0.0,-,-,69373,14,888477,67887,ITF,ITF6
2021-07-13T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,197.0,14.0,211.0,6561.0,6772.0,-32.0,136.0,411799.0,7551.0,-,-,426122.0,5433896.0,3299268.0,-,0.0,-,-,414534,11588,4669021,764875,ITF,ITF3
2021-07-13T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,144.0,13.0,157.0,1956.0,2113.0,-83.0,76.0,372408.0,13268.0,-,-,387789.0,6924098.0,1925988.0,"Sono stati eliminati 2 casi, positivi a test antigenico ma non confermati da tampone molecolare.",0.0,-,-,387467,322,5083798,1840300,ITH,ITH5
2021-07-13T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,4.0,1.0,5.0,224.0,229.0,4.0,15.0,103107.0,3789.0,-,-,107125.0,2214662.0,695039.0,Il totale dei casi positivi è stato ridotto di 2 a seguito di un test antigenico non confermato dal successivo tampone molecolare (relativo alla provincia di Pordenone) e di un test positivo rimosso da un laboratorio dopo revisione del caso (relativo alla provincia di Udine)		,0.0,-,-,92634,14491,1833732,380930,ITH,ITH4
2021-07-13T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,129.0,25.0,154.0,2001.0,2155.0,-64.0,166.0,336904.0,8380.0,-,-,347439.0,7902542.0,4487414.0,-,0.0,-,-,338848,8591,5055403,2847139,ITI,ITI4
2021-07-13T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,11.0,6.0,17.0,168.0,185.0,10.0,25.0,99093.0,4352.0,-,-,103630.0,1817831.0,703931.0,-,0.0,-,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,103630,0,1405066,412765,ITC,ITC3
2021-07-13T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,131.0,35.0,166.0,7674.0,7840.0,212.0,241.0,802249.0,33802.0,-,-,843891.0,11963426.0,4740895.0,-,0.0,-,-,789170,54721,9568562,2394864,ITC,ITC4
2021-07-13T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,9.0,2.0,11.0,1328.0,1339.0,10.0,21.0,99670.0,3038.0,-,-,104047.0,1325881.0,775056.0,-,0.0,-,-,104047,0,1180432,145449,ITI,ITI3
2021-07-13T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,1.0,0.0,1.0,54.0,55.0,-7.0,0.0,13203.0,492.0,-,-,13750.0,244525.0,211215.0,-,0.0,-,-,13750,0,231495,13030,ITF,ITF2
2021-07-13T17:00:00,ITA,21.0,P.A. Bolzano,46.49933453,11.35662422,6.0,2.0,8.0,131.0,139.0,12.0,18.0,72089.0,1182.0,-,-,73410.0,1670110.0,429693.0,-,0.0,-,18 nuovi positivi di cui 6 test antigenici confermati da test molecolare			 ,60178,13232,601182,1068928,ITH,ITH1
2021-07-13T17:00:00,ITA,22.0,P.A. Trento,46.06893511,11.12123097,0.0,0.0,0.0,49.0,49.0,-3.0,10.0,44416.0,1363.0,-,-,45828.0,884608.0,239343.0,-,0.0,-,-,32803,13025,685527,199081,ITH,ITH2
2021-07-13T17:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,55.0,3.0,58.0,719.0,777.0,26.0,53.0,350885.0,11698.0,-,-,363360.0,5200541.0,2033747.0,-,1.0,-,-,344582,18778,3116852,2083689,ITC,ITC1
2021-07-13T17:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,69.0,8.0,77.0,1635.0,1712.0,-167.0,97.0,245548.0,6653.0,-,-,253913.0,2748902.0,1256069.0,-,0.0,-,-,253004,909,2433971,314931,ITF,ITF4
2021-07-13T17:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,42.0,1.0,43.0,2520.0,2563.0,77.0,86.0,53611.0,1492.0,-,-,57666.0,1419811.0,828452.0,-,0.0,-,-,57649,17,989603,430208,ITG,ITG2
2021-07-13T17:00:00,ITA,19.0,Sicilia,38.11569725,13.3623567,139.0,20.0,159.0,3636.0,3795.0,60.0,174.0,223823.0,5996.0,-,-,233614.0,5038068.0,1907421.0,-,2.0,-,-,233614,0,2693478,2344590,ITG,ITG1
